10/17/23 16:12,54528,,,,
10/17/23 16:11,164825,,,,
10/17/23 16:10,154842,,,,
10/17/23 16:09,164155,,,,
10/17/23 16:08,157204,,,,
10/17/23 16:07,155278,,,,
10/17/23 16:06,162203,,,,
10/17/23 16:05,159636,,,,
10/17/23 16:04,164960,,,,
10/17/23 16:03,169533,,,,
10/17/23 16:02,168618,,,,
10/17/23 16:01,171359,,,,
10/17/23 16:00,166592,,,,
10/17/23 15:59,169521,,,,
10/17/23 15:58,165540,,,,
10/17/23 15:57,141775,,,,
10/17/23 15:56,168149,,,,
10/17/23 15:55,165945,,,,
10/17/23 15:54,166363,,,,
10/17/23 15:53,154681,,,,
10/17/23 15:52,158704,,,,
10/17/23 15:51,164648,,,,
10/17/23 15:50,170341,,,,
10/17/23 15:49,167366,,,,
10/17/23 15:48,164944,,,,
10/17/23 15:47,173632,,,,
10/17/23 15:46,175772,,,,
10/17/23 15:45,174880,,,,
10/17/23 15:44,177942,,,,
10/17/23 15:43,178345,,,,
10/17/23 15:42,171683,,,,
10/17/23 15:41,170639,,,,
10/17/23 15:40,173887,,,,
10/17/23 15:39,163759,,,,
10/17/23 15:38,166955,,,,
10/17/23 15:37,177014,,,,
10/17/23 15:36,180759,,,,
10/17/23 15:35,180641,,,,
10/17/23 15:34,179797,,,,
10/17/23 15:33,179912,,,,
10/17/23 15:32,146502,,,,
10/17/23 15:31,178856,,,,
10/17/23 15:30,176502,,,,
10/17/23 15:29,179324,,,,
10/17/23 15:28,176788,,,,
10/17/23 15:27,171711,,,,
10/17/23 15:26,182189,,,,
10/17/23 15:25,188648,,,,
10/17/23 15:24,189094,,,,
10/17/23 15:23,186618,,,,
10/17/23 15:22,188409,,,,
10/17/23 15:21,185349,,,,
10/17/23 15:20,187324,,,,
10/17/23 15:19,182031,,,,
10/17/23 15:18,193413,,,,
10/17/23 15:17,188006,,,,
10/17/23 15:16,193231,,,,
10/17/23 15:15,183684,,,,
10/17/23 15:14,170647,,,,
10/17/23 15:13,183325,,,,
10/17/23 15:12,178817,,,,
10/17/23 15:11,190477,,,,
10/17/23 15:10,194772,,,,
10/17/23 15:09,195121,,,,
10/17/23 15:08,195257,,,,
10/17/23 15:07,186679,,,,
10/17/23 15:06,190180,,,,
10/17/23 15:05,187121,,,,
10/17/23 15:04,196266,,,,
10/17/23 15:03,198157,,,,
10/17/23 15:02,183963,,,,
10/17/23 15:01,183960,,,,
10/17/23 15:00,191841,,,,
10/17/23 14:59,200167,,,,
10/17/23 14:58,200868,,,,
10/17/23 14:57,196809,,,,
10/17/23 14:56,190104,,,,
10/17/23 14:55,193535,,,,
10/17/23 14:54,202857,,,,
10/17/23 14:53,192609,,,,
10/17/23 14:52,178985,,,,
10/17/23 14:51,197078,,,,
10/17/23 14:50,201586,,,,
10/17/23 14:49,203145,,,,
10/17/23 14:48,196604,,,,
10/17/23 14:47,198733,,,,
10/17/23 14:46,199121,,,,
10/17/23 14:45,185219,,,,
10/17/23 14:44,200583,,,,
10/17/23 14:43,200566,,,,
10/17/23 14:42,195615,,,,
10/17/23 14:41,197560,,,,
10/17/23 14:40,194462,,,,
10/17/23 14:39,200956,,,,
10/17/23 14:38,206821,,,,
10/17/23 14:37,205960,,,,
10/17/23 14:36,199389,,,,
10/17/23 14:35,203086,,,,
10/17/23 14:34,194048,,,,
10/17/23 14:33,184330,,,,
10/17/23 14:32,187371,,,,
10/17/23 14:31,183486,,,,
10/17/23 14:30,181587,,,,
10/17/23 14:29,187459,,,,
10/17/23 14:28,182233,,,,
10/17/23 14:27,185163,,,3447.016667,
10/17/23 14:26,171100,,,1:42,
10/17/23 14:25,156302,,,2511.94,
10/17/23 14:24,145142,,,2976.190476,
10/17/23 14:23,148003,,,1:51,0.85
10/17/23 14:22,149541,,,,
10/17/23 14:21,100228,,,,
