2022-04-12 11:57:00,24035
2022-04-12 11:56:00,23485
2022-04-12 11:55:00,21412
2022-04-12 11:54:00,19851
2022-04-12 11:53:00,16631
2022-04-12 11:52:00,16504
2022-04-12 11:51:00,17867
2022-04-12 11:50:00,17367
2022-04-12 11:49:00,13922
2022-04-12 11:48:00,14415
2022-04-12 11:47:00,14018
2022-04-12 11:46:00,14186
2022-04-12 11:45:00,14203
2022-04-12 11:44:00,14294
2022-04-12 11:43:00,14884
2022-04-12 11:42:00,9310
2022-04-12 11:41:00,8593
2022-04-12 11:40:00,9889
2022-04-12 11:39:00,11170
2022-04-12 11:38:00,11108
2022-04-12 11:37:00,10969
2022-04-12 11:36:00,11642
2022-04-12 11:35:00,9847
2022-04-12 11:34:00,8119
2022-04-12 11:33:00,8119
2022-04-12 11:32:00,8351
2022-04-12 11:31:00,7116
2022-04-12 11:30:00,8963
2022-04-12 11:29:00,9102
2022-04-12 11:28:00,8750
2022-04-12 11:27:00,7000
2022-04-12 11:26:00,6533
2022-04-12 11:25:00,7226
2022-04-12 11:24:00,6378
2022-04-12 11:23:00,4494
2022-04-12 11:22:00,2835
2022-04-12 11:21:00,595
